Price,Title,Condition,Kilometers,Year:,Drivetrain:,Make:,Transmission:,Model:,Fuel Type:,Colour:,Body Type:
0,2022 Kia Forte EX Apple Carplay/Android Auto,Used,"52,349",2022,Front-wheel drive (FWD),Kia,Automatic,Forte,Gasoline,Other,Sedan
"$31,288.00 ",Honda SI,Used,"54,630",2020,,Honda,,Civic,,,Sedan
"$23,998.00 ",2019 VOLKSWAGON JETTA HIGHLINE | R LINE | NAVI | CAM | BLINDSPOT,Used,"119,761",2019,Front-wheel drive (FWD),Volkswagen,Automatic,Jetta,Other,White,Sedan
"$25,998.00 ",2017 INFINITI Q60 2.0T | NAVI | CAM | SUNROOF | BOSE | AWD,Used,"157,096",2017,All-wheel drive (AWD),Infiniti,Automatic,Q60,Gasoline,White,Coupe (2 door)
"$14,998.00 ",2015 AUDI Q7 | CLEAN CARFAX | NAVI | CAM | ROOF| AWD | FRESH TRA,Used,"172,688",2015,Other,Audi,Automatic,Q7,Gasoline,Grey,"SUV, Crossover"
"$44,998.00 ",2020 TOYOTA HIGHLANDER LIMITED AWD | PANO | NAVI | KEYLESS | LEA,Used,"69,982",2020,Front-wheel drive (FWD),Toyota,Automatic,Highlander,Other,Black,"SUV, Crossover"
"$39,998.00 ",2016 LAND ROVER RANGE ROVER HSE | PANO | NAVI | CAM | NO ACCIDEN,Used,"153,661",2016,4 x 4,Land Rover,Automatic,Range Rover,Gasoline,Black,"SUV, Crossover"
"$38,998.00 ",2019 FORD EXPEDITION MAX LIMITED | NAVI | CAM | 7 PASS | BSM | O,Used,"136,912",2019,4 x 4,Ford,Automatic,Expedition,Other,Black,"SUV, Crossover"
"$37,500.00 ",2014 Mercedes-Benz S550 4MATIC Sedan (LWB),Used,"126,500",2014,Other,Mercedes-Benz,Automatic,S-Class,Other,Black,Sedan
"$12,500.00 ",2016 Chevrolet Spark with 94500km! Safetied ,Used,"94,521",2016,,Chevrolet,,Spark,,,Hatchback
"$36,330.00MSRP: $36,330.00", 2023 Honda HR-V Sport,New,0,2023,All-wheel drive (AWD),Honda,Automatic,HR-V,Gasoline,Black,"SUV, Crossover"
"$60,238.00 ", 2023 INFINITI QX50 SPORT,New,0,2023,All-wheel drive (AWD),Infiniti,Automatic,QX50,Gasoline,Blue,"SUV, Crossover"
"$54,787.00 ", 2021 Ford F-150,Used,"47,528",2021,4 x 4,Ford,Automatic,F-150,Gasoline,Black,Pickup Truck
"$10,000.00 ",2011 GMC 2500 Z71 6.0L,Used,"278,000",2011,,GMC,,Sierra 2500,,,Pickup Truck
"$86,990.00 ",2023 Lexus RX 500h,Used,24,2023,All-wheel drive (AWD),Lexus,Automatic,RX,Hybrid-Electric,White,"SUV, Crossover"
"$32,555.00 ",2020 DODGE CARAVAN Crew,Used,"109,111",2020,Front-wheel drive (FWD),Dodge,Automatic,Grand Caravan,Other,White,Other
"$9,500.00 ",Hyundai sonata for sale 2012,Used,"193,000",2012,,Hyundai,Automatic,Sonata,Gasoline,Silver,Sedan
"$34,888.00 ",2020 BMW X1 xDrive28i,Used,"47,200",2020,All-wheel drive (AWD),BMW,Automatic,X1,Gasoline,White,"SUV, Crossover"
"$13,998.00 ",2014 Mitsubishi RVR ES MANUAL TRANSMISSION,Used,"117,016",2014,Front-wheel drive (FWD),Mitsubishi,,RVR,Gasoline,Silver,"SUV, Crossover"
0,2015 Nissan Pathfinder PLATINUM-4WD/ 7PASS/ NAV/ 360CAM/ SUNROOF,Used,"193,026",2015,4 x 4,Nissan,Automatic,Pathfinder,Gasoline,Red,"SUV, Crossover"
"$22,995.00 ",2019 Toyota Camry SE,Used,"209,829",2019,Front-wheel drive (FWD),Toyota,Automatic,Camry,Gasoline,Grey,Sedan
0, 2015 GMC Savana Van G3500 - 16Ft Box - V8 Gas - Ramp - Roll Up ,Used,"237,000",2015,Rear-wheel drive (RWD),GMC,Automatic,Other,Gasoline,White,"Minivan, Van"
"$14,990.00 ",2013 Infiniti JX35 AWD 4dr,Used,"161,000",2013,All-wheel drive (AWD),Infiniti,,JX,Other,Black,"SUV, Crossover"
"$7,995.00 ",2010 Toyota Martix XR ----- Saftey & warranty are BOTH INCLUDED ,Used,"232,798",2010,Front-wheel drive (FWD),Toyota,Automatic,Other,Gasoline,Silver,Hatchback
"$22,990.00 ",2014 Dodge Challenger 2dr Cpe R/T,Used,"158,000",2014,Rear-wheel drive (RWD),Dodge,Automatic,Challenger,Other,Purple,Coupe (2 door)
"$5,990.00 ",2012 Dodge Grand Caravan SE/ STOW & GO/ BLUETOOTH/ P WINDOWS & M,Used,"253,806",2012,Front-wheel drive (FWD),Dodge,Automatic,Grand Caravan,Gasoline,Black,Other
"$18,490.00 ",2015 Mercedes-Benz C-Class 4dr Sdn C300 4MATIC,Used,"178,000",2015,All-wheel drive (AWD),Mercedes-Benz,Automatic,C-Class,Other,Silver,Sedan
"$17,997.00 ",2015 Honda Pilot LX 2WD 5AT,Used,"167,842",2015,Front-wheel drive (FWD),Honda,Automatic,Pilot,Gasoline,White,"SUV, Crossover"
"$19,488.00 ","2018 Chevrolet Cruze LT 1.4L Turbo, Auto, Heated Seats, ",Used,"71,500",2018,Front-wheel drive (FWD),Chevrolet,Automatic,Cruze,Gasoline,White,Sedan
"$19,995.00 ",2017 Ford F-150 XL EXTENDED CAB LONG BOX,Used,"197,450",2017,Rear-wheel drive (RWD),Ford,Automatic,F-150,Other,White,Pickup Truck
"$26,000.00 ","2019 Chevrolet Equinox LT- Sunroof, Power liftgate, Park assist",Used,"44,706",2019,Front-wheel drive (FWD),Chevrolet,Automatic,Equinox,Gasoline,White,"SUV, Crossover"
"$39,995.00 ",2018 Subaru WRX,Used,"56,543",2018,All-wheel drive (AWD),Subaru,,WRX,Gasoline,Blue,Sedan
"$17,950.00 ",2015 Toyota Tacoma Base,Used,"259,000",2015,4 x 4,Toyota,Automatic,Tacoma,Gasoline,White,Pickup Truck
"$5,990.00 ",2012 Dodge Grand Caravan SE/ STOW & GO/ BLUETOOTH/ P WINDOWS & M,Used,"253,806",2012,Front-wheel drive (FWD),Dodge,Automatic,Grand Caravan,Gasoline,Black,Other
"$18,490.00 ",2015 Mercedes-Benz C-Class 4dr Sdn C300 4MATIC,Used,"178,000",2015,All-wheel drive (AWD),Mercedes-Benz,Automatic,C-Class,Other,Silver,Sedan
"$30,000.00 ",Acura mad 2018 ,Used,"106,000",2018,,Acura,,MDX,,,"SUV, Crossover"
"$24,990.00 ",2017 Mercedes-Benz C-Class 4dr Sdn C300 4MATIC,Used,"149,000",2017,All-wheel drive (AWD),Mercedes-Benz,Automatic,C-Class,Other,White,Sedan
"$16,995.00 ", 2016 Chevrolet Equinox FWD 4dr LT **CALL BELLEVILLE @ 613-961-8,Used,"125,467",2016,Front-wheel drive (FWD),Chevrolet,Automatic,Equinox,Gasoline,Blue,"SUV, Crossover"
"$17,880.00 ",2012 Toyota Highlander 4WD 4dr,Used,"148,000",2012,Front-wheel drive (FWD),Toyota,Automatic,Highlander,Other,Blue,"SUV, Crossover"
"$16,500.00 ",2013 Volvo XC60 AWD/ PANOROOF/ LEATHER SEAT/ P SEATS/ H SEATS/ P,Used,"138,229",2013,All-wheel drive (AWD),Volvo,Automatic,XC60,Gasoline,Other,"SUV, Crossover"
"$9,500.00 ",BMW 323CI Convertible. FLORIDA CAR-NO RUST CERTIFIED,Used,"153,000",2000,Rear-wheel drive (RWD),BMW,Manual,3-Series,Gasoline,Blue,Convertible
"$63,085.00MSRP: $74,218.00", 2023 Ram 1500 Classic Warlock,New,0,2023,4 x 4,Ram,Automatic,1500,Gasoline,Black,Pickup Truck
"$31,988.00 ",2017 Toyota Highlander AWD 4dr LE,Used,"85,827",2017,All-wheel drive (AWD),Toyota,Automatic,Highlander,Other,Silver,"SUV, Crossover"
"$57,000.00 ",2017 Ford F-250 Superduty diesel,Used,"174,000",2017,,Ford,,F-250,,,Pickup Truck
"$11,995.00 ",2012 Volkswagen Beetle 2.5,Used,"166,616",2012,Front-wheel drive (FWD),Volkswagen,Automatic,Beetle,Gasoline,Grey,Hatchback
"$33,995.00 ", 2022 Hyundai Veloster N,Used,"62,010",2022,Front-wheel drive (FWD),Hyundai,Manual,Veloster,Gasoline,Blue,Sedan
"$26,000.00 ", 2018 Ram 1500 Big Horn | AS-IS,Used,"141,248",2018,4 x 4,Ram,Automatic,1500,Diesel,Other,Pickup Truck
0, 2018 Ram 1500 SLT,Used,"144,500",2018,4 x 4,Ram,Automatic,1500,Diesel,Black,Pickup Truck
0,2018 Subaru WRX Sport no accidents,Used,"181,000",2018,All-wheel drive (AWD),Subaru,Manual,WRX,Gasoline,Grey,Sedan
0,2022 Toyota Corolla Hatchback Base,Used,"9,500",2022,Front-wheel drive (FWD),Toyota,Automatic,Corolla,Other,Other,Hatchback
"$21,995.00 ",2020 Honda Civic,Used,"55,656",2020,Front-wheel drive (FWD),Honda,Manual,Civic,Other,White,Sedan
"$37,701.00 "," 2022 Nissan Rogue SV 1-OWNER, GREAT ON GAS!",Used,"36,679",2022,All-wheel drive (AWD),Nissan,Automatic,Rogue,Gasoline,Grey,"SUV, Crossover"
0,2020 Toyota Corolla LE - Heated Seats,Used,"80,951",2020,Front-wheel drive (FWD),Toyota,Automatic,Corolla,Gasoline,Blue,Sedan
"$26,495.00 ",2020 Toyota Corolla LE - Heated Seats,Used,"80,951",2020,Front-wheel drive (FWD),Toyota,Automatic,Corolla,Gasoline,Blue,Sedan
"$22,995.00 ",2017 Hyundai Tucson 2.0L SE AWD - Bluetooth - SiriusXM,Used,"95,813",2017,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Gasoline,White,"SUV, Crossover"
"$24,795.00 ",2021 Kia Forte LX - Heated Seats - Apple CarPlay,Used,"76,244",2021,Front-wheel drive (FWD),Kia,,Forte,Gasoline,Blue,Sedan
"$22,995.00 ",2017 Hyundai Tucson 2.0L SE AWD - Bluetooth - SiriusXM,Used,"95,813",2017,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Gasoline,White,"SUV, Crossover"
"$62,499.00 ",2023 Hyundai Palisade Ultimate Calligraphy 7-PASS AWD |FULLY,Used,"2,463",2023,All-wheel drive (AWD),Hyundai,Automatic,Palisade,Gasoline,Red,"SUV, Crossover"
"$24,795.00 ",2021 Kia Forte LX - Heated Seats - Apple CarPlay,Used,"76,244",2021,Front-wheel drive (FWD),Kia,,Forte,Gasoline,Blue,Sedan
"$39,998.00 ","2021 Nissan Rogue Platinum, ALL THE BELLS AND WHISTLES!!",Used,"55,591",2021,All-wheel drive (AWD),Nissan,Automatic,Rogue,Gasoline,White,"SUV, Crossover"
"$10,250.00 ", 2011 Mitsubishi RVR GT,Used,"166,000",2011,All-wheel drive (AWD),Mitsubishi,Automatic,RVR,Gasoline,Blue,"SUV, Crossover"
"$53,998.00 ",2022 Honda Ridgeline TOURING DEMO | TONNEAU | VNT SEAT| RUNNING ,Used,"36,694",2022,All-wheel drive (AWD),Honda,Automatic,Ridgeline,Gasoline,Blue,Pickup Truck
"$39,887.00 ",2019 Lexus NX 300 LUXURY |COOLED SEATS|HTD WHEEL|SUNROOF|S,Used,"94,134",2019,All-wheel drive (AWD),Lexus,Automatic,Other,Gasoline,Grey,"SUV, Crossover"
"$21,795.00 ",2018 Mazda MAZDA3,Used,"101,134",2018,Front-wheel drive (FWD),Mazda,Manual,Mazda3 Sport,Other,Blue,Hatchback
"$39,795.00 ",2020 Toyota Tacoma,Used,"141,684",2020,4 x 4,Toyota,Automatic,Tacoma,Other,Black,Pickup Truck
"$19,695.00 ",2016 Jeep Cherokee,Used,"140,812",2016,All-wheel drive (AWD),Jeep,Automatic,Cherokee,Other,White,"SUV, Crossover"
"$98,499.00 ",2023 Audi RS 5 Sportback V6 2.9 TFSI quattro |BRONZE,Used,"19,109",2023,All-wheel drive (AWD),Audi,Automatic,RS5,Gasoline,Black,Hatchback
"$50,988.00 ",2023 Hyundai Tucson Hybrid Ultimate AWD |FULLY LOADED|LEATHER|S,Used,"11,661",2023,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Hybrid-Electric,Black,"SUV, Crossover"
"$43,576.00 ",2023 Honda Civic Hatchback Sport Touring |1.5L T/C VTEC|FULLY,Used,"5,722",2023,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Black,Hatchback
"$18,051.00 ",2018 Kia Forte EX LUXURY AUTO |LEATHER|ROOF|HTD SEATS&WHEEL|S,Used,"133,472",2018,Front-wheel drive (FWD),Kia,Automatic,Forte,Gasoline,White,Sedan
"$57,776.00 ",2022 Toyota 4Runner 4wd SR5 PREMIUM 4.0L V6 |SofTex|SUNROOF|S,Used,"18,916",2022,4 x 4,Toyota,Automatic,4Runner,Gasoline,Silver,"SUV, Crossover"
"$5,699.00 ",2010 NISSAN VERSA NO ACCIDENT CERTIFIED.,Used,"243,980",2010,Front-wheel drive (FWD),Nissan,Automatic,Versa,Gasoline,White,Hatchback
"$29,995.00 ", 2021 Toyota Corolla Hatchback Base,Used,"92,389",2021,Front-wheel drive (FWD),Toyota,,Corolla,Gasoline,White,Hatchback
"$24,999.00 ", 2020 Honda Civic Sedan LX,Used,"90,424",2020,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,White,Sedan
"$27,688.00 ","2020 Honda Civic Sedan Sport Sedan - Sunroof, Heated Seats",Used,"81,400",2020,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Blue,Sedan
"$295,888.00 ",2019 Chevrolet Corvette 2dr ZR1 Cpe w/3ZR,Used,"7,462",2019,Rear-wheel drive (RWD),Chevrolet,Manual,Corvette,Other,Grey,Coupe (2 door)
"$41,995.00 ",2021 Lexus NX 300 PREMIUM EA23,Used,"34,940",2021,All-wheel drive (AWD),Lexus,Automatic,Other,Gasoline,White,"SUV, Crossover"
"$6,995.00 ",2010 Mercedes-Benz B-Class 4dr HB B200,Used,"157,000",2010,Front-wheel drive (FWD),Mercedes-Benz,Automatic,B-Class,Other,Black,Sedan
"$24,999.00 ",2020 Hyundai Kona Essential 2.0L AWD |HTD SEATS|ALLOYS|CARPLAY|S,Used,"69,066",2020,All-wheel drive (AWD),Hyundai,Automatic,Kona,Gasoline,Silver,"SUV, Crossover"
"$18,051.00 ",2018 Kia Forte EX LUXURY AUTO |LEATHER|ROOF|HTD SEATS&WHEEL|S,Used,"133,472",2018,Front-wheel drive (FWD),Kia,Automatic,Forte,Gasoline,White,Sedan
"$57,776.00 ",2022 Toyota 4Runner 4wd SR5 PREMIUM 4.0L V6 |SofTex|SUNROOF|S,Used,"18,916",2022,4 x 4,Toyota,Automatic,4Runner,Gasoline,Silver,"SUV, Crossover"
"$5,699.00 ",2010 NISSAN VERSA NO ACCIDENT CERTIFIED.,Used,"243,980",2010,Front-wheel drive (FWD),Nissan,Automatic,Versa,Gasoline,White,Hatchback
"$29,995.00 ", 2021 Toyota Corolla Hatchback Base,Used,"92,389",2021,Front-wheel drive (FWD),Toyota,,Corolla,Gasoline,White,Hatchback
"$33,500.00 ",2019 Lexus NX 300 (2),Used,"73,000",2019,Other,Lexus,Automatic,Other,Other,Grey,"SUV, Crossover"
0, 2019 Ford E-450 E-450 - 16Ft Unicell Box - Loading Ramp - Gasol,Used,"157,000",2019,Rear-wheel drive (RWD),Ford,Automatic,E-450,Gasoline,White,"Minivan, Van"
"$24,998.00 ","2019 Nissan Rogue 1-OWNER, NO ACCIDENTS, LOW KILO",Used,"54,263",2019,Front-wheel drive (FWD),Nissan,Automatic,Rogue,Gasoline,Grey,"SUV, Crossover"
"$15,000.00 ",7 x 2017 Mitsubishi FUSOs for sale in Mississauga,Used,"75,000",2017,Rear-wheel drive (RWD),Mitsubishi,Automatic,Other,Diesel,White,Other
"$18,999.00 ", 2011 Chevrolet Express G3500 16Ft Box (7Ft Inside Height) - Ram,Used,"234,000",2011,Rear-wheel drive (RWD),Chevrolet,Automatic,Express,Gasoline,White,"Minivan, Van"
"$7,600.00 ",2016 Toyota Corolla ,Used,"487,000",2016,,Toyota,Automatic,Corolla,Gasoline,Blue,Other
$200.00 ,5th/6th Gen Camaro OEM Premium silk car cover ,Used,1,2018,,Chevrolet,,Camaro,,,Coupe (2 door)
"$49,777.00 ", 2018 GMC Savana Van G3500 12Ft Box + Lift Gate & Side Door 6.0L,Used,"102,000",2018,Rear-wheel drive (RWD),GMC,Automatic,Other,Gasoline,White,"Minivan, Van"
"$53,980.00 ",2021 Lexus RX F Sport 3 Heads Up Display Panoramic Roof Red Inte,Used,"36,940",2021,All-wheel drive (AWD),Lexus,Automatic,RX,Other,Other,"SUV, Crossover"
"$22,980.00 ",2015 Honda CR-V Touring AWD One Owner Accident Free Leather Sunr,Used,"117,062",2015,4 x 4,Honda,Automatic,CR-V,Other,Other,"SUV, Crossover"
"$31,880.00 ",2018 Jeep Wrangler JK Unlimited Sahara 4 Doors Automatic,Used,"143,454",2018,4 x 4,Jeep,Automatic,Wrangler,Other,Other,"SUV, Crossover"
"$34,980.00 ",2009 BMW Z4 sDrive35i Low Low Kms Roadster Convertible Hard Top,Used,"68,854",2009,Rear-wheel drive (RWD),BMW,Manual,Z4,Other,Other,Convertible
"$16,480.00 ",2016 Dodge Journey SXT 7 Passengers Key-Less Entry,Used,"118,456",2016,Other,Dodge,Automatic,Journey,Gasoline,Other,"SUV, Crossover"
"$15,980.00 ",2012 Volvo XC90 R-Design AWD 7 Passengers Leather Sunroof DVD,Used,"155,256",2012,All-wheel drive (AWD),Volvo,Automatic,XC90,Other,Other,"SUV, Crossover"
"$34,880.00 ",2012 Ram 3500 Laramie Longhorn 6.7 Cummings Diesel Crew Cab 4x4,Used,"232,525",2012,4 x 4,Ram,Automatic,3500,Diesel,Other,Pickup Truck
"$56,880.00 ",2022 Chevrolet Silverado 1500 LTD Custom Trail Boss Z71 4x4 Crew,Used,"48,384",2022,4 x 4,Chevrolet,Automatic,Silverado 1500,Other,Other,Pickup Truck
"$19,980.00 ",2012 Land Rover Range Rover Evoque Dynamic Premium Panoramic Sun,Used,"102,778",2012,All-wheel drive (AWD),Land Rover,Automatic,Range Rover Evoque,Other,Other,"SUV, Crossover"
"$19,980.00 ",2016 Jeep Cherokee Limited 4x4 Panoramic Sunroof Navigation Came,Used,"176,000",2016,All-wheel drive (AWD),Jeep,Automatic,Cherokee,Other,Other,"SUV, Crossover"
"$62,980.00 ",2021 Ford Mustang GT Premium Low Kms Convertible California Spec,Used,"4,237",2021,Other,Ford,Automatic,Mustang,Other,Other,Convertible
"$63,980.00 ",2019 BMW X7 xDrive40i,Used,"73,500",2019,All-wheel drive (AWD),BMW,Automatic,X7,Other,Other,"SUV, Crossover"
"$15,980.00 ",2013 Mini Cooper Paceman S ALL4 Automatic Sunroof Moonroof Leath,Used,"129,646",2013,All-wheel drive (AWD),MINI,Automatic,Paceman,Other,Other,Coupe (2 door)
"$11,000.00 ",Mistubushi lancer 2017 manual ,Used,"145,000",2017,,Mitsubishi,,Lancer,,,Sedan
"$52,266.00 ",2022 Ram 1500 Big Horn | Demo | OFF ROAD GROUP | RAMBOX,Used,"19,463",2022,4 x 4,Ram,Automatic,1500,Gasoline,Silver,Pickup Truck
"$51,888.00 ",2020 BMW 530 i xDrive,Used,"42,924",2020,All-wheel drive (AWD),BMW,Automatic,5-Series,Gasoline,Grey,Sedan
"$37,999.00 ","2019 Acura TLX ELite ASpec AWD ELITE, Nav, leather 360 cam",Used,"23,564",2019,All-wheel drive (AWD),Acura,Automatic,TLX,Gasoline,Black,Sedan
"$42,999.00 ",2021 Ford Ranger,Used,"80,052",2021,4 x 4,Ford,Automatic,Ranger,Gasoline,Other,Pickup Truck
"$23,500.00 ",2018 Honda Civic SE,Lease Takeover,"115,200",2018,,Honda,,Civic,,,Sedan
"$7,800.00 ",2010 Subaru Outback --- Comes with Safety & 3 Month Warraty ---,Used,"248,053",2010,All-wheel drive (AWD),Subaru,Automatic,Outback,Gasoline,White,Wagon
"$19,130.00 ",2020 Kia Soul Keyless Entry | Heated Seats | Speed-sensing St...,Used,"104,286",2020,Front-wheel drive (FWD),Kia,Automatic,Soul,Gasoline,Grey,Wagon
"$28,843.00MSRP: $28,843.00", 2023 Buick Encore GX Preferred,New,0,2023,Front-wheel drive (FWD),Buick,Automatic,Encore,Gasoline,White,"SUV, Crossover"
"$20,850.00 ", 2018 Mazda MAZDA3 SPORT GS | ACC | Heated Steering | BSM | Blue,Used,"104,000",2018,Front-wheel drive (FWD),Mazda,Automatic,Mazda3 Sport,Gasoline,Black,Sedan
"$24,450.00 ", 2018 Toyota C-HR XLE | ACC | LaneDep | Heated Seats | SafetySen,Used,"88,000",2018,Front-wheel drive (FWD),Toyota,Automatic,C-HR,Gasoline,Silver,"SUV, Crossover"
"$24,995.00 ", 2020 Volkswagen Golf Comfortline CALL PICTON 91K KM'S,Used,"91,302",2020,Front-wheel drive (FWD),Volkswagen,Automatic,Golf,Gasoline,Grey,Hatchback
"$55,000.00 ",2021 Ford F 150 XLT,Used,"58,000",2021,4 x 4,Ford,Automatic,F-150,Gasoline,Grey,Pickup Truck
"$21,950.00 ", 2018 Mazda CX-3 GS | AWD | ACC | LaneDep | BSM | Backup Cam,Used,"77,000",2018,All-wheel drive (AWD),Mazda,Automatic,CX-3,Gasoline,White,"SUV, Crossover"
"$24,850.00 ", 2021 Nissan Sentra SV | Sunroof | ACC | BSM | CarPlay | Remote ,Used,"89,000",2021,Front-wheel drive (FWD),Nissan,Automatic,Sentra,Gasoline,White,Sedan
"$17,995.00 ",2015 Nissan LEAF,Used,"67,915",2015,Front-wheel drive (FWD),Nissan,,Leaf,Hybrid-Electric,Grey,Sedan
"$17,888.00 ","2018 Nissan Versa Note SR Hatch, Auto, Nav, Heated Seats",Used,"106,000",2018,Front-wheel drive (FWD),Nissan,Automatic,Other,Gasoline,Red,Hatchback
"$19,444.00 ", 2018 Kia Optima LX+,Used,"76,827",2018,Front-wheel drive (FWD),Kia,Automatic,Optima,Gasoline,Silver,Sedan
"$36,955.00 ",2020 Mercedes-Benz A-Class A 220,Used,"61,587",2020,All-wheel drive (AWD),Mercedes-Benz,Automatic,Other,Gasoline,Blue,Sedan
"$42,995.00 ",2020 Acura RDX A-Spec Performance Pearl Red! NAV! Absolutely...,Used,"65,522",2020,All-wheel drive (AWD),Acura,Automatic,RDX,Gasoline,Red,"SUV, Crossover"
"$36,500.00 ", 2021 Honda CR-V EX-L AWD,Used,"47,962",2021,All-wheel drive (AWD),Honda,Automatic,CR-V,Gasoline,Blue,"SUV, Crossover"
"$42,999.00 ",2021 Ford Ranger,Used,"80,052",2021,4 x 4,Ford,Automatic,Ranger,Gasoline,Other,Pickup Truck
"$23,500.00 ",2018 Honda Civic SE,Lease Takeover,"115,200",2018,,Honda,,Civic,,,Sedan
"$7,800.00 ",2010 Subaru Outback --- Comes with Safety & 3 Month Warraty ---,Used,"248,053",2010,All-wheel drive (AWD),Subaru,Automatic,Outback,Gasoline,White,Wagon
"$19,130.00 ",2020 Kia Soul Keyless Entry | Heated Seats | Speed-sensing St...,Used,"104,286",2020,Front-wheel drive (FWD),Kia,Automatic,Soul,Gasoline,Grey,Wagon
"$28,843.00MSRP: $28,843.00", 2023 Buick Encore GX Preferred,New,0,2023,Front-wheel drive (FWD),Buick,Automatic,Encore,Gasoline,White,"SUV, Crossover"
"$20,850.00 ", 2018 Mazda MAZDA3 SPORT GS | ACC | Heated Steering | BSM | Blue,Used,"104,000",2018,Front-wheel drive (FWD),Mazda,Automatic,Mazda3 Sport,Gasoline,Black,Sedan
"$24,450.00 ", 2018 Toyota C-HR XLE | ACC | LaneDep | Heated Seats | SafetySen,Used,"88,000",2018,Front-wheel drive (FWD),Toyota,Automatic,C-HR,Gasoline,Silver,"SUV, Crossover"
"$24,995.00 ", 2020 Volkswagen Golf Comfortline CALL PICTON 91K KM'S,Used,"91,302",2020,Front-wheel drive (FWD),Volkswagen,Automatic,Golf,Gasoline,Grey,Hatchback
"$55,000.00 ",2021 Ford F 150 XLT,Used,"58,000",2021,4 x 4,Ford,Automatic,F-150,Gasoline,Grey,Pickup Truck
"$21,950.00 ", 2018 Mazda CX-3 GS | AWD | ACC | LaneDep | BSM | Backup Cam,Used,"77,000",2018,All-wheel drive (AWD),Mazda,Automatic,CX-3,Gasoline,White,"SUV, Crossover"
"$24,850.00 ", 2021 Nissan Sentra SV | Sunroof | ACC | BSM | CarPlay | Remote ,Used,"89,000",2021,Front-wheel drive (FWD),Nissan,Automatic,Sentra,Gasoline,White,Sedan
"$23,850.00 ", 2018 Honda Civic TOURING | Nav | Leather | Sunroof | ACC | CarP,Used,"123,000",2018,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Blue,Sedan
"$76,000.00 ",2023 RAM 1500 Laramie DEMO SAVINGS | PANO ROOF | VENTED SEATS,Used,"5,210",2023,4 x 4,Ram,Automatic,1500,Gasoline,White,Other
"$20,995.00 ",2016 Dodge Grand Caravan,Used,"94,248",2016,Front-wheel drive (FWD),Dodge,,Grand Caravan,Gasoline,White,Other
"$20,995.00 ",2016 Hyundai Santa Fe Sport,Used,"77,087",2016,Front-wheel drive (FWD),Hyundai,,Santa Fe,Gasoline,Black,"SUV, Crossover"
"$18,995.00 ",2019 Nissan Versa Note,Used,"84,197",2019,Front-wheel drive (FWD),Nissan,,Versa,Gasoline,Grey,Hatchback
"$19,995.00 ",2018 Subaru Impreza,Used,"96,264",2018,All-wheel drive (AWD),Subaru,,Impreza,Gasoline,White,Sedan
"$6,000.00 ",2009 Honda Accord ,Used,233,2009,,Honda,,Accord,,,Sedan
"$2,500.00 ",2009 Dodge Journey ,Used,"187,307",2009,,Dodge,,Journey,,,"SUV, Crossover"
"$11,500.00 ",2007 Toyota Tacoma  4 WD 4 cylinder 5 speed 6 foot box,Used,"247,320",2007,4 x 4,Toyota,Manual,Tacoma,Gasoline,Black,Pickup Truck
"$7,500.00 ",2013 Nissan Sentra,Used,"70,000",2013,Front-wheel drive (FWD),Nissan,Automatic,Sentra,Gasoline,Silver,Sedan
"$25,995.00 ",2021 Hyundai Venue,Used,"84,060",2021,Front-wheel drive (FWD),Hyundai,,VENUE,Gasoline,Blue,"SUV, Crossover"
"$64,000.00 ",FOR SALE - 2018 Chevrolet 2500HD LTZ Diesel White,Used,"82,000",2018,4 x 4,Chevrolet,Automatic,Silverado 2500,Diesel,White,Pickup Truck
"$29,995.00 ",2019 Volkswagen Golf Alltrack,Used,"67,749",2019,All-wheel drive (AWD),Volkswagen,,Golf,Gasoline,Blue,Wagon
"$2,200.00 ",2008 Hyundai Elantra Automatic **AS IS**,Used,"208,912",2008,,Hyundai,,Elantra,,,Sedan
"$63,000.00MSRP: $74,118.00", 2023 Ram 1500 Classic Warlock,New,0,2023,4 x 4,Ram,Automatic,1500,Gasoline,Red,Pickup Truck
"$15,995.00 ",2015 Volkswagen Jetta Sedan,Used,"96,476",2015,Front-wheel drive (FWD),Volkswagen,,Jetta,Gasoline,Blue,Sedan
"$2,000.00 ",2008 Mazda 3,Used,"175,929",2008,Front-wheel drive (FWD),Mazda,Automatic,3,Gasoline,Blue,Sedan
"$8,500.00 ",2010 Honda Civic 4 Doors,Used,"189,000",2010,,Honda,Automatic,Civic,Gasoline,Grey,Sedan
"$5,000.00 ",Honda civic for sale ,Used,"232,000",2008,,Honda,,Civic,,,Sedan
"$22,995.00 ",2015 Hyundai Santa Fe XL,Used,"114,166",2015,All-wheel drive (AWD),Hyundai,,Santa Fe,Gasoline,White,"SUV, Crossover"
"$9,800.00 ",2006 Ford Ambulance,Used,"283,669",2006,Rear-wheel drive (RWD),Ford,Automatic,Other,Diesel,White,Other
"$2,000.00 ",GMC Canyon parts truck,Used,"272,000",2005,,GMC,,Canyon,,,Pickup Truck
